chrom	txStart	txEnd	strand	TF	Bin_1kb	Bin_5kb	Bin_10kb	Bin_25kb	Bin_50kb	Bin_100kb	Bin_250kb	Bin_500kb	Bin_1000kb
chr3	38495789	38534633	+	ACVR2B	chr3:38495000	chr3:38495000	chr3:38490000	chr3:38475000	chr3:38450000	chr3:38400000	chr3:38250000	chr3:38000000	chr3:38000000
chr3	52017299	52023218	+	ACY1	chr3:52017000	chr3:52015000	chr3:52010000	chr3:52000000	chr3:52000000	chr3:52000000	chr3:52000000	chr3:52000000	chr3:52000000
chr11	67410025	67418130	-	ACY3	chr11:67418000	chr11:67415000	chr11:67410000	chr11:67400000	chr11:67400000	chr11:67400000	chr11:67250000	chr11:67000000	chr11:67000000
chr14	75519927	75536186	-	ACYP1	chr14:75536000	chr14:75535000	chr14:75530000	chr14:75525000	chr14:75500000	chr14:75500000	chr14:75500000	chr14:75500000	chr14:75000000
chr2	54198239	54532435	+	ACYP2	chr2:54198000	chr2:54195000	chr2:54190000	chr2:54175000	chr2:54150000	chr2:54100000	chr2:54000000	chr2:54000000	chr2:54000000
chr20	43248159	43280399	-	ADA	chr20:43280000	chr20:43280000	chr20:43280000	chr20:43275000	chr20:43250000	chr20:43200000	chr20:43250000	chr20:43000000	chr20:43000000
chr15	43622548	43646753	+	ADAL	chr15:43622000	chr15:43620000	chr15:43620000	chr15:43600000	chr15:43600000	chr15:43600000	chr15:43500000	chr15:43500000	chr15:43000000
chr15	58887402	59042177	-	ADAM10	chr15:59042000	chr15:59040000	chr15:59040000	chr15:59025000	chr15:59000000	chr15:59000000	chr15:59000000	chr15:59000000	chr15:59000000
chr1	155023747	155035252	+	ADAM15	chr1:155023000	chr1:155020000	chr1:155020000	chr1:155000000	chr1:155000000	chr1:155000000	chr1:155000000	chr1:155000000	chr1:155000000
chr2	9628614	9695949	-	ADAM17	chr2:9695000	chr2:9695000	chr2:9690000	chr2:9675000	chr2:9650000	chr2:9600000	chr2:9500000	chr2:9500000	chr2:9000000
chr5	156904311	157002831	-	ADAM19	chr5:157002000	chr5:157000000	chr5:157000000	chr5:157000000	chr5:157000000	chr5:157000000	chr5:157000000	chr5:157000000	chr5:157000000
chr7	87563457	87832204	+	ADAM22	chr7:87563000	chr7:87560000	chr7:87560000	chr7:87550000	chr7:87550000	chr7:87500000	chr7:87500000	chr7:87500000	chr7:87000000
chr2	207308367	207485854	+	ADAM23	chr2:207308000	chr2:207305000	chr2:207300000	chr2:207300000	chr2:207300000	chr2:207300000	chr2:207250000	chr2:207000000	chr2:207000000
chr8	24151552	24216531	+	ADAM28	chr8:24151000	chr8:24150000	chr8:24150000	chr8:24150000	chr8:24150000	chr8:24100000	chr8:24000000	chr8:24000000	chr8:24000000
chr10	135075919	135090407	-	ADAM8	chr10:135090000	chr10:135090000	chr10:135090000	chr10:135075000	chr10:135050000	chr10:135000000	chr10:135000000	chr10:135000000	chr10:135000000
chr8	38854504	38962779	+	ADAM9	chr8:38854000	chr8:38850000	chr8:38850000	chr8:38850000	chr8:38850000	chr8:38800000	chr8:38750000	chr8:38500000	chr8:38000000
chr8	24241797	24263526	+	ADAMDEC1	chr8:24241000	chr8:24240000	chr8:24240000	chr8:24225000	chr8:24200000	chr8:24200000	chr8:24000000	chr8:24000000	chr8:24000000
chr19	8645123	8675620	-	ADAMTS10	chr19:8675000	chr19:8675000	chr19:8670000	chr19:8675000	chr19:8650000	chr19:8600000	chr19:8500000	chr19:8500000	chr19:8000000
chr5	33523639	33892297	-	ADAMTS12	chr5:33892000	chr5:33890000	chr5:33890000	chr5:33875000	chr5:33850000	chr5:33800000	chr5:33750000	chr5:33500000	chr5:33000000
chr9	136279458	136324525	+	ADAMTS13	chr9:136279000	chr9:136275000	chr9:136270000	chr9:136275000	chr9:136250000	chr9:136200000	chr9:136250000	chr9:136000000	chr9:136000000
chr1	161159518	161168843	-	ADAMTS4	chr1:161168000	chr1:161165000	chr1:161160000	chr1:161150000	chr1:161150000	chr1:161100000	chr1:161000000	chr1:161000000	chr1:161000000
chr5	64444562	64777747	-	ADAMTS6	chr5:64777000	chr5:64775000	chr5:64770000	chr5:64775000	chr5:64750000	chr5:64700000	chr5:64750000	chr5:64500000	chr5:64000000
chr19	1505016	1513188	-	ADAMTSL5	chr19:1513000	chr19:1510000	chr19:1510000	chr19:1500000	chr19:1500000	chr19:1500000	chr19:1500000	chr19:1500000	chr19:1000000
chr7	937536	995043	-	ADAP1	chr7:995000	chr7:995000	chr7:990000	chr7:975000	chr7:950000	chr7:900000	chr7:750000	chr7:500000	chr7:0
chr17	29248753	29286211	+	ADAP2	chr17:29248000	chr17:29245000	chr17:29240000	chr17:29225000	chr17:29200000	chr17:29200000	chr17:29000000	chr17:29000000	chr17:29000000
chr1	154554533	154600456	-	ADAR	chr1:154600000	chr1:154600000	chr1:154600000	chr1:154600000	chr1:154600000	chr1:154600000	chr1:154500000	chr1:154500000	chr1:154000000
chr21	46494492	46646478	+	ADARB1	chr21:46494000	chr21:46490000	chr21:46490000	chr21:46475000	chr21:46450000	chr21:46400000	chr21:46250000	chr21:46000000	chr21:46000000
chr10	1223252	1779670	-	ADARB2	chr10:1779000	chr10:1775000	chr10:1770000	chr10:1775000	chr10:1750000	chr10:1700000	chr10:1750000	chr10:1500000	chr10:1000000
chr16	75630776	75657221	-	ADAT1	chr16:75657000	chr16:75655000	chr16:75650000	chr16:75650000	chr16:75650000	chr16:75600000	chr16:75500000	chr16:75500000	chr16:75000000
chr6	143743968	143771841	-	ADAT2	chr6:143771000	chr6:143770000	chr6:143770000	chr6:143750000	chr6:143750000	chr6:143700000	chr6:143750000	chr6:143500000	chr6:143000000
chr19	1905370	1913446	+	ADAT3	chr19:1905000	chr19:1905000	chr19:1900000	chr19:1900000	chr19:1900000	chr19:1900000	chr19:1750000	chr19:1500000	chr19:1000000
chr14	78266425	78400297	+	ADCK1	chr14:78266000	chr14:78265000	chr14:78260000	chr14:78250000	chr14:78250000	chr14:78200000	chr14:78250000	chr14:78000000	chr14:78000000
chr7	140372952	140394908	+	ADCK2	chr7:140372000	chr7:140370000	chr7:140370000	chr7:140350000	chr7:140350000	chr7:140300000	chr7:140250000	chr7:140000000	chr7:140000000
chr1	227127937	227175246	+	ADCK3	chr1:227127000	chr1:227125000	chr1:227120000	chr1:227125000	chr1:227100000	chr1:227100000	chr1:227000000	chr1:227000000	chr1:227000000
chr19	41197433	41222790	-	ADCK4	chr19:41222000	chr19:41220000	chr19:41220000	chr19:41200000	chr19:41200000	chr19:41200000	chr19:41000000	chr19:41000000	chr19:41000000
chr8	145597703	145618453	+	ADCK5	chr8:145597000	chr8:145595000	chr8:145590000	chr8:145575000	chr8:145550000	chr8:145500000	chr8:145500000	chr8:145500000	chr8:145000000
chr2	25042038	25142886	-	ADCY3	chr2:25142000	chr2:25140000	chr2:25140000	chr2:25125000	chr2:25100000	chr2:25100000	chr2:25000000	chr2:25000000	chr2:25000000
chr14	24787554	24804277	-	ADCY4	chr14:24804000	chr14:24800000	chr14:24800000	chr14:24800000	chr14:24800000	chr14:24800000	chr14:24750000	chr14:24500000	chr14:24000000
chr3	123001142	123167392	-	ADCY5	chr3:123167000	chr3:123165000	chr3:123160000	chr3:123150000	chr3:123150000	chr3:123100000	chr3:123000000	chr3:123000000	chr3:123000000
chr12	49159973	49182879	-	ADCY6	chr12:49182000	chr12:49180000	chr12:49180000	chr12:49175000	chr12:49150000	chr12:49100000	chr12:49000000	chr12:49000000	chr12:49000000
chr16	50300450	50352045	+	ADCY7	chr16:50300000	chr16:50300000	chr16:50300000	chr16:50300000	chr16:50300000	chr16:50300000	chr16:50250000	chr16:50000000	chr16:50000000
chr4	2845583	2931802	+	ADD1	chr4:2845000	chr4:2845000	chr4:2840000	chr4:2825000	chr4:2800000	chr4:2800000	chr4:2750000	chr4:2500000	chr4:2000000
chr10	111756107	111895323	+	ADD3	chr10:111756000	chr10:111755000	chr10:111750000	chr10:111750000	chr10:111750000	chr10:111700000	chr10:111750000	chr10:111500000	chr10:111000000
chr4	99992129	100009939	-	ADH5	chr4:100009000	chr4:100005000	chr4:100000000	chr4:100000000	chr4:100000000	chr4:100000000	chr4:100000000	chr4:100000000	chr4:100000000
chr4	100123794	100140403	-	ADH6	chr4:100140000	chr4:100140000	chr4:100140000	chr4:100125000	chr4:100100000	chr4:100100000	chr4:100000000	chr4:100000000	chr4:100000000
chr8	67344717	67381044	+	ADHFE1	chr8:67344000	chr8:67340000	chr8:67340000	chr8:67325000	chr8:67300000	chr8:67300000	chr8:67250000	chr8:67000000	chr8:67000000
chr2	3501689	3523350	-	ADI1	chr2:3523000	chr2:3520000	chr2:3520000	chr2:3500000	chr2:3500000	chr2:3500000	chr2:3500000	chr2:3500000	chr2:3000000
chr1	202909952	202927700	-	ADIPOR1	chr1:202927000	chr1:202925000	chr1:202920000	chr1:202925000	chr1:202900000	chr1:202900000	chr1:202750000	chr1:202500000	chr1:202000000
chr12	1800246	1897845	+	ADIPOR2	chr12:1800000	chr12:1800000	chr12:1800000	chr12:1800000	chr12:1800000	chr12:1800000	chr12:1750000	chr12:1500000	chr12:1000000
chr10	75910942	76469061	+	ADK	chr10:75910000	chr10:75910000	chr10:75910000	chr10:75900000	chr10:75900000	chr10:75900000	chr10:75750000	chr10:75500000	chr10:75000000
chr11	10326526	10328949	+	ADM	chr11:10326000	chr11:10325000	chr11:10320000	chr11:10325000	chr11:10300000	chr11:10300000	chr11:10250000	chr11:10000000	chr11:10000000
chr22	50920152	50924866	+	ADM2	chr22:50920000	chr22:50920000	chr22:50920000	chr22:50900000	chr22:50900000	chr22:50900000	chr22:50750000	chr22:50500000	chr22:50000000
chr20	49505454	49547527	-	ADNP	chr20:49547000	chr20:49545000	chr20:49540000	chr20:49525000	chr20:49500000	chr20:49500000	chr20:49500000	chr20:49500000	chr20:49000000
chr18	77866914	77898228	+	ADNP2	chr18:77866000	chr18:77865000	chr18:77860000	chr18:77850000	chr18:77850000	chr18:77800000	chr18:77750000	chr18:77500000	chr18:77000000
chr10	64564515	64568239	+	ADO	chr10:64564000	chr10:64560000	chr10:64560000	chr10:64550000	chr10:64550000	chr10:64500000	chr10:64500000	chr10:64500000	chr10:64000000
chr1	203096835	203136533	+	ADORA1	chr1:203096000	chr1:203095000	chr1:203090000	chr1:203075000	chr1:203050000	chr1:203000000	chr1:203000000	chr1:203000000	chr1:203000000
chr22	24819564	24838328	+	ADORA2A	chr22:24819000	chr22:24815000	chr22:24810000	chr22:24800000	chr22:24800000	chr22:24800000	chr22:24750000	chr22:24500000	chr22:24000000
chr17	15848230	15879210	+	ADORA2B	chr17:15848000	chr17:15845000	chr17:15840000	chr17:15825000	chr17:15800000	chr17:15800000	chr17:15750000	chr17:15500000	chr17:15000000
chr15	73043707	73076126	-	ADPGK	chr15:73076000	chr15:73075000	chr15:73070000	chr15:73075000	chr15:73050000	chr15:73000000	chr15:73000000	chr15:73000000	chr15:73000000
chr3	119298279	119308792	+	ADPRH	chr3:119298000	chr3:119295000	chr3:119290000	chr3:119275000	chr3:119250000	chr3:119200000	chr3:119250000	chr3:119000000	chr3:119000000
chr1	36554452	36559533	+	ADPRHL2	chr1:36554000	chr1:36550000	chr1:36550000	chr1:36550000	chr1:36550000	chr1:36500000	chr1:36500000	chr1:36500000	chr1:36000000
chr17	10600926	10614875	+	ADPRM	chr17:10600000	chr17:10600000	chr17:10600000	chr17:10600000	chr17:10600000	chr17:10600000	chr17:10500000	chr17:10500000	chr17:10000000
chr10	115803805	115806667	+	ADRB1	chr10:115803000	chr10:115800000	chr10:115800000	chr10:115800000	chr10:115800000	chr10:115800000	chr10:115750000	chr10:115500000	chr10:115000000
chr5	148206155	148208197	+	ADRB2	chr5:148206000	chr5:148205000	chr5:148200000	chr5:148200000	chr5:148200000	chr5:148200000	chr5:148000000	chr5:148000000	chr5:148000000
chr20	60877951	60883918	+	ADRM1	chr20:60877000	chr20:60875000	chr20:60870000	chr20:60875000	chr20:60850000	chr20:60800000	chr20:60750000	chr20:60500000	chr20:60000000
chr22	40742503	40762752	+	ADSL	chr22:40742000	chr22:40740000	chr22:40740000	chr22:40725000	chr22:40700000	chr22:40700000	chr22:40500000	chr22:40500000	chr22:40000000
chr1	244571793	244615436	-	ADSS	chr1:244615000	chr1:244615000	chr1:244610000	chr1:244600000	chr1:244600000	chr1:244600000	chr1:244500000	chr1:244500000	chr1:244000000
chr14	105190533	105213662	+	ADSSL1	chr14:105190000	chr14:105190000	chr14:105190000	chr14:105175000	chr14:105150000	chr14:105100000	chr14:105000000	chr14:105000000	chr14:105000000
chr7	44143959	44154164	+	AEBP1	chr7:44143000	chr7:44140000	chr7:44140000	chr7:44125000	chr7:44100000	chr7:44100000	chr7:44000000	chr7:44000000	chr7:44000000
chr12	19592607	19675173	+	AEBP2	chr12:19592000	chr12:19590000	chr12:19590000	chr12:19575000	chr12:19550000	chr12:19500000	chr12:19500000	chr12:19500000	chr12:19000000
chr15	89164526	89175512	+	AEN	chr15:89164000	chr15:89160000	chr15:89160000	chr15:89150000	chr15:89150000	chr15:89100000	chr15:89000000	chr15:89000000	chr15:89000000
chr19	3052907	3062964	-	AES	chr19:3062000	chr19:3060000	chr19:3060000	chr19:3050000	chr19:3050000	chr19:3000000	chr19:3000000	chr19:3000000	chr19:3000000
chr10	116054582	116164537	-	AFAP1L2	chr10:116164000	chr10:116160000	chr10:116160000	chr10:116150000	chr10:116150000	chr10:116100000	chr10:116000000	chr10:116000000	chr10:116000000
chr4	87856153	88062206	+	AFF1	chr4:87856000	chr4:87855000	chr4:87850000	chr4:87850000	chr4:87850000	chr4:87800000	chr4:87750000	chr4:87500000	chr4:87000000
chrX	147582138	148082193	+	AFF2	chrX:147582000	chrX:147580000	chrX:147580000	chrX:147575000	chrX:147550000	chrX:147500000	chrX:147500000	chrX:147500000	chrX:147000000
chr2	100163715	100759037	-	AFF3	chr2:100759000	chr2:100755000	chr2:100750000	chr2:100750000	chr2:100750000	chr2:100700000	chr2:100750000	chr2:100500000	chr2:100000000
chr5	132211070	132299354	-	AFF4	chr5:132299000	chr5:132295000	chr5:132290000	chr5:132275000	chr5:132250000	chr5:132200000	chr5:132250000	chr5:132000000	chr5:132000000
chr18	12328942	12377275	-	AFG3L2	chr18:12377000	chr18:12375000	chr18:12370000	chr18:12375000	chr18:12350000	chr18:12300000	chr18:12250000	chr18:12000000	chr18:12000000
chr17	76183397	76203782	+	AFMID	chr17:76183000	chr17:76180000	chr17:76180000	chr17:76175000	chr17:76150000	chr17:76100000	chr17:76000000	chr17:76000000	chr17:76000000
chr4	74301935	74321502	+	AFP	chr4:74301000	chr4:74300000	chr4:74300000	chr4:74300000	chr4:74300000	chr4:74300000	chr4:74250000	chr4:74000000	chr4:74000000
chr2	64751438	64820138	+	AFTPH	chr2:64751000	chr2:64750000	chr2:64750000	chr2:64750000	chr2:64750000	chr2:64700000	chr2:64750000	chr2:64500000	chr2:64000000
chr4	178351928	178363657	-	AGA	chr4:178363000	chr4:178360000	chr4:178360000	chr4:178350000	chr4:178350000	chr4:178300000	chr4:178250000	chr4:178000000	chr4:178000000
chr12	58118075	58135944	-	AGAP2	chr12:58135000	chr12:58135000	chr12:58130000	chr12:58125000	chr12:58100000	chr12:58100000	chr12:58000000	chr12:58000000	chr12:58000000
chr7	150782917	150841523	+	AGAP3	chr7:150782000	chr7:150780000	chr7:150780000	chr7:150775000	chr7:150750000	chr7:150700000	chr7:150750000	chr7:150500000	chr7:150000000
chr11	47681142	47736928	-	AGBL2	chr11:47736000	chr11:47735000	chr11:47730000	chr11:47725000	chr11:47700000	chr11:47700000	chr11:47500000	chr11:47500000	chr11:47000000
chr7	134671258	134820530	+	AGBL3	chr7:134671000	chr7:134670000	chr7:134670000	chr7:134650000	chr7:134650000	chr7:134600000	chr7:134500000	chr7:134500000	chr7:134000000
chr2	27274490	27293490	+	AGBL5	chr2:27274000	chr2:27270000	chr2:27270000	chr2:27250000	chr2:27250000	chr2:27200000	chr2:27250000	chr2:27000000	chr2:27000000
chr2	228336887	228425938	+	AGFG1	chr2:228336000	chr2:228335000	chr2:228330000	chr2:228325000	chr2:228300000	chr2:228300000	chr2:228250000	chr2:228000000	chr2:228000000
chr7	100136833	100165843	+	AGFG2	chr7:100136000	chr7:100135000	chr7:100130000	chr7:100125000	chr7:100100000	chr7:100100000	chr7:100000000	chr7:100000000	chr7:100000000
chr5	76326209	76361058	+	AGGF1	chr5:76326000	chr5:76325000	chr5:76320000	chr5:76325000	chr5:76300000	chr5:76300000	chr5:76250000	chr5:76000000	chr5:76000000
chr7	141251077	141354209	+	AGK	chr7:141251000	chr7:141250000	chr7:141250000	chr7:141250000	chr7:141250000	chr7:141200000	chr7:141250000	chr7:141000000	chr7:141000000
chr1	100315639	100389579	+	AGL	chr1:100315000	chr1:100315000	chr1:100310000	chr1:100300000	chr1:100300000	chr1:100300000	chr1:100250000	chr1:100000000	chr1:100000000
chr1	15898193	15911605	-	AGMAT	chr1:15911000	chr1:15910000	chr1:15910000	chr1:15900000	chr1:15900000	chr1:15900000	chr1:15750000	chr1:15500000	chr1:15000000
chr7	15239942	15601640	-	AGMO	chr7:15601000	chr7:15600000	chr7:15600000	chr7:15600000	chr7:15600000	chr7:15600000	chr7:15500000	chr7:15500000	chr7:15000000
chr1	36335408	36389899	+	AGO1	chr1:36335000	chr1:36335000	chr1:36330000	chr1:36325000	chr1:36300000	chr1:36300000	chr1:36250000	chr1:36000000	chr1:36000000
chr8	141541263	141645646	-	AGO2	chr8:141645000	chr8:141645000	chr8:141640000	chr8:141625000	chr8:141600000	chr8:141600000	chr8:141500000	chr8:141500000	chr8:141000000
chr1	36396682	36522063	+	AGO3	chr1:36396000	chr1:36395000	chr1:36390000	chr1:36375000	chr1:36350000	chr1:36300000	chr1:36250000	chr1:36000000	chr1:36000000
chr1	36273827	36323490	+	AGO4	chr1:36273000	chr1:36270000	chr1:36270000	chr1:36250000	chr1:36250000	chr1:36200000	chr1:36250000	chr1:36000000	chr1:36000000
chr6	32135982	32145888	-	AGPAT1	chr6:32145000	chr6:32145000	chr6:32140000	chr6:32125000	chr6:32100000	chr6:32100000	chr6:32000000	chr6:32000000	chr6:32000000
chr9	139567594	139581911	-	AGPAT2	chr9:139581000	chr9:139580000	chr9:139580000	chr9:139575000	chr9:139550000	chr9:139500000	chr9:139500000	chr9:139500000	chr9:139000000
chr21	45285115	45407475	+	AGPAT3	chr21:45285000	chr21:45285000	chr21:45280000	chr21:45275000	chr21:45250000	chr21:45200000	chr21:45250000	chr21:45000000	chr21:45000000
chr6	161551056	161695107	-	AGPAT4	chr6:161695000	chr6:161695000	chr6:161690000	chr6:161675000	chr6:161650000	chr6:161600000	chr6:161500000	chr6:161500000	chr6:161000000
chr8	6565877	6619021	+	AGPAT5	chr8:6565000	chr8:6565000	chr8:6560000	chr8:6550000	chr8:6550000	chr8:6500000	chr8:6500000	chr8:6500000	chr8:6000000
chr2	178257470	178408564	+	AGPS	chr2:178257000	chr2:178255000	chr2:178250000	chr2:178250000	chr2:178250000	chr2:178200000	chr2:178250000	chr2:178000000	chr2:178000000
chr1	955502	991499	+	AGRN	chr1:955000	chr1:955000	chr1:950000	chr1:950000	chr1:950000	chr1:900000	chr1:750000	chr1:500000	chr1:0
chr1	230838271	230850336	-	AGT	chr1:230850000	chr1:230850000	chr1:230850000	chr1:230850000	chr1:230850000	chr1:230800000	chr1:230750000	chr1:230500000	chr1:230000000
chr9	88161453	88356944	-	AGTPBP1	chr9:88356000	chr9:88355000	chr9:88350000	chr9:88350000	chr9:88350000	chr9:88300000	chr9:88250000	chr9:88000000	chr9:88000000
chrX	115301957	115306225	+	AGTR2	chrX:115301000	chrX:115300000	chrX:115300000	chrX:115300000	chrX:115300000	chrX:115300000	chrX:115250000	chrX:115000000	chrX:115000000
chr1	11796141	11810828	+	AGTRAP	chr1:11796000	chr1:11795000	chr1:11790000	chr1:11775000	chr1:11750000	chr1:11700000	chr1:11750000	chr1:11500000	chr1:11000000
chr20	32868070	32899608	-	AHCY	chr20:32899000	chr20:32895000	chr20:32890000	chr20:32875000	chr20:32850000	chr20:32800000	chr20:32750000	chr20:32500000	chr20:32000000
chr1	110527386	110566364	+	AHCYL1	chr1:110527000	chr1:110525000	chr1:110520000	chr1:110525000	chr1:110500000	chr1:110500000	chr1:110500000	chr1:110500000	chr1:110000000
chr7	128864854	129070052	+	AHCYL2	chr7:128864000	chr7:128860000	chr7:128860000	chr7:128850000	chr7:128850000	chr7:128800000	chr7:128750000	chr7:128500000	chr7:128000000
chr1	27860755	27930005	-	AHDC1	chr1:27930000	chr1:27930000	chr1:27930000	chr1:27925000	chr1:27900000	chr1:27900000	chr1:27750000	chr1:27500000	chr1:27000000
chr6	135605109	135818903	-	AHI1	chr6:135818000	chr6:135815000	chr6:135810000	chr6:135800000	chr6:135800000	chr6:135800000	chr6:135750000	chr6:135500000	chr6:135000000
chr11	62201013	62314332	-	AHNAK	chr11:62314000	chr11:62310000	chr11:62310000	chr11:62300000	chr11:62300000	chr11:62300000	chr11:62250000	chr11:62000000	chr11:62000000
chr7	17338275	17385775	+	AHR	chr7:17338000	chr7:17335000	chr7:17330000	chr7:17325000	chr7:17300000	chr7:17300000	chr7:17250000	chr7:17000000	chr7:17000000
chr14	77924219	77935815	+	AHSA1	chr14:77924000	chr14:77920000	chr14:77920000	chr14:77900000	chr14:77900000	chr14:77900000	chr14:77750000	chr14:77500000	chr14:77000000
chr2	61404552	61416060	+	AHSA2	chr2:61404000	chr2:61400000	chr2:61400000	chr2:61400000	chr2:61400000	chr2:61400000	chr2:61250000	chr2:61000000	chr2:61000000
chr12	8754761	8765442	-	AICDA	chr12:8765000	chr12:8765000	chr12:8760000	chr12:8750000	chr12:8750000	chr12:8700000	chr12:8750000	chr12:8500000	chr12:8000000
chr1	222841354	222885864	-	AIDA	chr1:222885000	chr1:222885000	chr1:222880000	chr1:222875000	chr1:222850000	chr1:222800000	chr1:222750000	chr1:222500000	chr1:222000000
chr6	31582985	31584802	+	AIF1	chr6:31582000	chr6:31580000	chr6:31580000	chr6:31575000	chr6:31550000	chr6:31500000	chr6:31500000	chr6:31500000	chr6:31000000
chrX	129263337	129299861	-	AIFM1	chrX:129299000	chrX:129295000	chrX:129290000	chrX:129275000	chrX:129250000	chrX:129200000	chrX:129250000	chrX:129000000	chrX:129000000
chr10	71872022	71892690	-	AIFM2	chr10:71892000	chr10:71890000	chr10:71890000	chr10:71875000	chr10:71850000	chr10:71800000	chr10:71750000	chr10:71500000	chr10:71000000
chr6	143380499	143661480	+	AIG1	chr6:143380000	chr6:143380000	chr6:143380000	chr6:143375000	chr6:143350000	chr6:143300000	chr6:143250000	chr6:143000000	chr6:143000000
